Rank,Track Name,Artist,loudness,speechiness
874,PUPPET,"Tyler, The Creator",-8.967,0.0478
875,Daylight,Taylor Swift,-9.602,0.0563
876,"Sunflower, Vol. 6",Harry Styles,-6.904,0.035
877,1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),Ed Sheeran,-5.548,0.27
878,Had Enough (feat. Quavo & Offset),Don Toliver,-4.577,0.113
879,Pass auf wen du liebst,Ufo361,-8.974,0.185
880,WHAT TO DO? (feat. Don Toliver),JACKBOYS,-5.191,0.0312
881,Omertà,Drake,-2.232,0.298
882,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,-8.206,0.216
883,Jetzt rufst du an,Loredana,-7.285,0.136
884,Intro : Persona,BTS,-4.475,0.342
885,Chlorine,Twenty One Pilots,-7.388,0.0548
886,Gaiola É o Troco,MC Du Black,-3.24,0.0785
887,No Way!,Bazzi,-4.117,0.0407
888,"GONE, GONE / THANK YOU","Tyler, The Creator",-8.436,0.193
889,Zombie,Samra,-5.764,0.13
890,Celebrate (feat. Travis Scott & Post Malone),DJ Khaled,-3.07,0.0835
891,DODI,Shindy,-7.057,0.0629
892,Jesus Is Lord,Kanye West,-5.876,0.0305
893,Way To Break My Heart (feat. Skrillex),Ed Sheeran,-6.304,0.159
894,Almost (Sweet Music),Hozier,-5.601,0.105
895,200 km/h,Apache 207,-6.455,0.163
896,Honda Civic,The Cratez,-5.471,0.164
897,Old Town Road,Lil Nas X,-6.063,0.129
898,I Don't Want Your Money (feat. H.E.R.),Ed Sheeran,-6.569,0.0853
899,Maghreb Gang (feat. French Montana & Khaled),Farid Bang,-5.341,0.186
900,Anxiety (with Selena Gomez),Julia Michaels,-6.522,0.179
901,Red Room,Offset,-8.591,0.158
902,Mekanın Sahibi,Norm Ender,-5.769,0.159
903,Wieso tust Du dir das an?,Apache 207,-7.011,0.057
904,all my friends,21 Savage,-4.513,0.0422
905,Hallelujah,Pentatonix,-7.385,0.0361
906,UN PESO,J Balvin,-7.125,0.213
907,Huracan,Samra,-5.192,0.442
908,Jerry Sprunger (with T-Pain),Tory Lanez,-5.331,0.227
909,I Tuoi Particolari,Ultimo,-5.682,0.063
910,DNA,KC Rebell,-5.242,0.264
911,Benzema,Capital Bra,-6.156,0.329
912,DEUTSCHLAND,Rammstein,-5.242,0.0442
913,Fuck it I love you,Lana Del Rey,-10.654,0.043
914,You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,-4.291,0.04
915,"No New Friends (feat. Sia, Diplo, and Labrinth)",Sia,-4.641,0.0466
916,It’s Nice To Have A Friend,Taylor Swift,-9.912,0.0401
917,Time - Edit,NF,-3.885,0.07
918,Myself,Post Malone,-4.234,0.0349
919,Shotta Flow,NLE Choppa,-6.728,0.588
920,Racks on Racks,Lil Pump,-7.166,0.0865
921,Cristina,Sebastian Yatra,-4.368,0.0437
922,"Merry Christmas, Happy Holidays",*NSYNC,-3.984,0.0481
923,ON OFF (feat. Maître Gims),Shirin David,-10.247,0.365
924,Circles,Post Malone,-3.407,0.0376
925,Royal Rumble,Kalazh44,-3.161,0.274
926,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,-5.368,0.359
927,Girls Need Love (with Drake) - Remix,Summer Walker,-9.481,0.217
928,Aute Cuture,ROSALÍA,-6.991,0.178
929,Fine Line,Harry Styles,-8.5,0.0334
930,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,-12.347,0.0612
931,Bad Luck,Khalid,-5.515,0.0548
932,Der Bratan bleibt der gleiche,Capital Bra,-4.147,0.372
933,Reply (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,-6.553,0.0808
934,Summer Cem (feat. Luciano),Summer Cem,-6.871,0.079
935,Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,-4.734,0.13
936,Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),Paulo Londra,-4.727,0.0718
937,"Tough Love (feat. Agnes, Vargas & Lagola)",Avicii,-4.837,0.0432
938,Treat People With Kindness,Harry Styles,-3.725,0.0382
939,Look At Me!,XXXTENTACION,-6.405,0.282
940,KEIN SCHLAF,Nimo,-5.608,0.173
941,Old Town Road,Lil Nas X,-6.114,0.131
942,CHopstix (feat. Travis Scott),ScHoolboy Q,-7.092,0.111
943,Hear Me Calling,Juice WRLD,-3.546,0.186
944,White Christmas (with Shania Twain),Michael Bublé,-7.588,0.0319
945,Créeme,KAROL G,-3.576,0.0548
946,Harami,Samra,-4.839,0.344
947,GIANTS,True Damage,-5.386,0.262
948,Kein Plan,Loredana,-5.035,0.0464
949,Kein Plan,Loredana,-5.035,0.0464
950,Be Like Me (feat. Lil Wayne),Lil Pump,-8.08,0.173
951,RAW SHIT (feat. Migos),DaBaby,-4.946,0.233
952,Kills You Slowly,The Chainsmokers,-8.736,0.0554
953,Rewrite The Stars,Zac Efron,-7.005,0.0386
954,INTRO,DaBaby,-7.699,0.242
955,I'll Be Home for Christmas,Michael Bublé,-14.657,0.0315
956,bad vibes forever,XXXTENTACION,-5.153,0.0717
957,Hold Me While You Wait,Lewis Capaldi,-5.507,0.0333
958,Call Out My Name,The Weeknd,-4.929,0.036
959,"Rocket Man (I Think It''s Going To Be A Long, Long Time)",Elton John,-9.119,0.0286
960,blun7 a swishland,tha Supreme,-5.984,0.245
961,What Christmas Means To Me,Stevie Wonder,-10.135,0.0367
962,Right Back,Khalid,-9.918,0.308
963,Killer Queen - 2011 Mix,Queen,-6.326,0.0544
964,Maman ne le sait pas (feat. Niska),Ninho,-5.944,0.193
965,Trampoline,SHAED,-5.782,0.0334
966,Keine Liebe,RIN,-4.973,0.0416
967,"Baby, It''s Cold Outside",Dean Martin,-16.093,0.0571
968,GATTI,JACKBOYS,-5.808,0.344
969,Self,Khalid,-7.889,0.333
970,Price On My Head (feat. The Weeknd),NAV,-6.104,0.136
971,Can We Kiss Forever?,Kina,-18.725,0.0369
972,when the party's over - Recorded at Spotify Studios NYC,Lewis Capaldi,-10.27,0.0377
973,Rudolph The Red-Nosed Reindeer,Dean Martin,-16.768,0.0332
974,Alleen,KC Rebell,-6.229,0.275
975,BLOW (with Chris Stapleton & Bruno Mars),Ed Sheeran,-5.35,0.0401
976,Topanga,Trippie Redd,-8.245,0.0454
977,"Baby, It''s Cold Outside",Brett Eldredge,-4.776,0.0366
978,Shot,Ufo361,-6.637,0.0703
979,Formation,Beyoncé,-6.857,0.237
980,Mistletoe And Holly - Remastered 1999,Frank Sinatra,-14.405,0.0404
981,Canyon Moon,Harry Styles,-7.14,0.0267
982,Genick,Loredana,-6.996,0.082
983,Puerto Rico,Fero47,-6.739,0.105
984,Homicide (feat. Eminem),Logic,-5.667,0.398
985,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),Lil Peep,-3.568,0.0381
986,COLT,Samra,-6.168,0.428
987,Doin' Time,Lana Del Rey,-5.837,0.0435
988,Cinnamon Girl,Lana Del Rey,-10.679,0.0378
989,Tijolão - Ao Vivo,Jorge & Mateus,-3.68,0.198
990,Confessions of a Dangerous Mind,Logic,-4.097,0.203
991,Before I Let Go - Homecoming Live Bonus Track,Beyoncé,-5.589,0.0968
992,Sorry,Beyoncé,-7.274,0.0535
993,YO LE LLEGO,J Balvin,-4.695,0.0641
994,Cambio,Ozuna,-6.839,0.139
995,Nummer 1,Capital Bra,-6.252,0.223
996,Hollywood's Bleeding,Post Malone,-3.221,0.0479
997,Hurts 2B Human (feat. Khalid),P!nk,-5.647,0.167
998,Hold Up,Beyoncé,-11.936,0.405
999,Demons and Angels (feat. Juice WRLD),A Boogie Wit da Hoodie,-7.46,0.17
1000,Tricheur,Nekfeu,-7.984,0.241
1001,Some que ele vem atrás,Anitta,-5.536,0.17
1002,Stay (Don't Go Away) [feat. Raye],David Guetta,-5.68,0.0624
1003,Truth Hurts,Lizzo,-3.046,0.114
1004,Truth Hurts,Lizzo,-3.046,0.114
1005,Free Spirit,Khalid,-9.477,0.0332
1006,Veleno 7,Gemitaiz,-6.237,0.0601
1007,Self,Khalid,-7.889,0.333
1008,DHL,Frank Ocean,-10.223,0.167
1009,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,-5.247,0.369
1010,Wir sind Kral,Ufo361,-6.606,0.0974
1011,Joy To The World,Nat King Cole,-10.334,0.03
1012,Girls Have Fun (feat. G-Eazy & Rich The Kid),Tyga,-5.363,0.238
1013,Jingle Bells - Remastered 1999,Frank Sinatra,-13.119,0.0498
1014,WHEN I WAS OLDER - Music Inspired By The Film ROMA,Billie Eilish,-12.834,0.0425
1015,ARE WE STILL FRIENDS?,"Tyler, The Creator",-8.025,0.0371
1016,Higher (feat. Nipsey Hussle & John Legend),DJ Khaled,-1.996,0.245
1017,bad vibes forever,XXXTENTACION,-5.153,0.0717
1018,Power Over Me,Dermot Kennedy,-4.231,0.121
1019,I DON'T LOVE YOU ANYMORE,"Tyler, The Creator",-9.814,0.0932
1020,Push My Luck,The Chainsmokers,-6.415,0.0395
1021,It's Beginning To Look Like Christmas,Bing Crosby,-15.018,0.0496
1022,Caro,Bad Bunny,-7.739,0.299
1023,Jingle Bells (feat. The Puppini Sisters),Michael Bublé,-5.914,0.0563
1024,Feelings,Lauv,-6.758,0.0384
1025,Jopping,SuperM,-3.425,0.0839
1026,Hundred,Khalid,-10.06,0.0564
1027,When I Grow Up,NF,-3.985,0.185
1028,One Call,Gunna,-7.309,0.343
1029,Love Me More,Trippie Redd,-5.853,0.0504
1030,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,-4.141,0.341
1031,Broke Leg (with Quavo & Tyga),Tory Lanez,-3.4,0.0904
1032,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,-2.649,0.0571
1033,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,-8.513,0.141
1034,Mile High,James Blake,-9.854,0.12
1035,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",Dreamville,-6.312,0.428
1036,NO HALO,BROCKHAMPTON,-7.034,0.0709
1037,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",KSI,-4.956,0.286
1038,Bezerk (feat. A$AP Ferg),Big Sean,-4.673,0.2
1039,Mariners Apartment Complex,Lana Del Rey,-12.668,0.0289
1040,Por Eso Vine,Paulo Londra,-5.048,0.433
1041,MAMA,6ix9ine,-5.887,0.212
1042,Say So,Doja Cat,-4.577,0.158
1043,Feeling,Juice WRLD,-6.004,0.0857
1044,Cool,Jonas Brothers,-5.487,0.0423
1045,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,-8.513,0.141
1046,Thing For You (With Martin Solveig),David Guetta,-5.545,0.0496
1047,"Jealous (feat. Chris Brown, Lil Wayne & Big Sean)",DJ Khaled,-3.684,0.147
1048,Rule The World (feat. Ariana Grande),2 Chainz,-6.232,0.0893
1049,I Know,Post Malone,-5.671,0.0763
1050,Berlin lebt wie nie zuvor,Capital Bra,-2.88,0.244
1051,In My Room,Frank Ocean,-7.425,0.0675
1052,SENTADÃO,Pedro Sampaio,-1.94,0.0589
1053,Quem Me Dera,Márcia Fellipe,-3.611,0.0574
1054,my boy,Billie Eilish,-8.745,0.207
1055,Whip (feat. Travis Scott),2 Chainz,-7.428,0.0951
1056,Never Seen the Rain,Tones and I,-5.646,0.0444
1057,Intro,Khalid,-9.725,0.0339
1058,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],BTS,-7.387,0.0571
1059,MAMACITA,Tyga,-4.961,0.127
1060,Cheirosa - Ao Vivo,Jorge & Mateus,-3.123,0.0851
1061,Hop Off A Jet (feat. Travis Scott),Young Thug,-8.951,0.242
1062,10 Freaky Girls (with 21 Savage),Metro Boomin,-9.931,0.31
1063,Marlboro Rot,Samra,-3.981,0.168
1064,Come Thru (with Usher),Summer Walker,-3.092,0.154
1065,This Christmas,Donny Hathaway,-9.2,0.0376
1066,Wow. - Remix,Post Malone,-6.272,0.194
1067,Ronin,Bushido,-5.535,0.318
1068,ODIO,J Balvin,-3.838,0.0388
1069,The Search,NF,-4.788,0.297
1070,I Wanna Rock (feat. Gunna),G-Eazy,-3.801,0.0844
1071,Chicken Noodle Soup (feat. Becky G),j-hope,-4.081,0.0921
1072,Sleigh Ride,Ella Fitzgerald,-12.472,0.0523
1073,All the Time,Zara Larsson,-2.868,0.0617
1074,Ocean (feat. Khalid),Martin Garrix,-7.265,0.0412
1075,Do You Hear What I Hear?,Bing Crosby,-10.892,0.0261
1076,Bad Girls (feat. Gucci Mane),Lil Skies,-4.727,0.047
1077,Hey Julie! (feat. Lil Yachty),KYLE,-5.829,0.293
1078,Paradise,Khalid,-9.558,0.15
1079,come out and play,Billie Eilish,-14.604,0.0931
1080,Milionària,ROSALÍA,-6.441,0.416
1081,HeMotions,Juice WRLD,-7.194,0.264
1082,COMO UN BEBÉ,J Balvin,-5.753,0.0949
1083,Mademoiselle,Sfera Ebbasta,-5.656,0.0346
1084,Oye,TINI,-7.894,0.0646
1085,Que Mas Pues - Remix,Sech,-5.027,0.195
1086,"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane)",DJ Snake,-4.049,0.0417
1087,Do You Remember,Chance the Rapper,-6.328,0.402
1088,Atrévete,Nicky Jam,-3.824,0.297
1089,Parado no Bailão,MC L da Vinte,-1.624,0.149
1090,Love song,Lana Del Rey,-16.529,0.0392
1091,Heart Upon My Sleeve (feat. Imagine Dragons),Avicii,-5.983,0.0332
1092,Flaws And Sins,Juice WRLD,-4.55,0.0766
1093,Twenty One,Khalid,-8.574,0.0371
1094,Outnumbered,Dermot Kennedy,-5.79,0.157
1095,RNP (feat. Anderson .Paak),YBN Cordae,-4.696,0.856
1096,Out The Mud,Lil Baby,-5.785,0.149
1097,All I Want (For Christmas),Liam Payne,-10.079,0.0355
1098,Last Christmas,Ariana Grande,-2.763,0.0391
1099,JACKBOYS,JACKBOYS,-25.166,0.0336
1100,Cozy Little Christmas,Katy Perry,-6.264,0.128
1101,Perreo en La Luna,Rich Music LTD,-4.188,0.29
1102,Venice Bitch,Lana Del Rey,-12.986,0.0304
1103,Unholy,Miley Cyrus,-4.679,0.0363
1104,Adriana,RAF Camora,-5.777,0.0537
1105,Shake Up Christmas,Train,-2.187,0.0654
1106,Icy (feat. Gucci Mane),Logic,-4.866,0.0845
1107,"SPIRIT - From Disney''s '"The Lion King'"",Beyoncé,-8.096,0.0497
1108,GRoCERIES,Chance the Rapper,-5.88,0.243
1109,Speed It Up,Gunna,-7.395,0.0582
1110,Next,Ufo361,-4.805,0.182
1111,CROWN,TOMORROW X TOGETHER,-5.819,0.0425
1112,Hasta Que Salga el Sol,Ozuna,-4.608,0.0683
1113,Bounce Back,Little Mix,-4.115,0.074
1114,Starboy,The Weeknd,-7.015,0.276
1115,Leave Me Alone,NF,-3.72,0.19
1116,CUIDAO POR AHÍ,J Balvin,-2.979,0.077
1117,Goutte d'eau,Ninho,-6.163,0.163
1118,"Alone, Pt. II",Alan Walker,-4.306,0.0422
1119,Vamos pra Gaiola,MC Kevin o Chris,-5.576,0.281
1120,Gib Ihm,Shirin David,-10.641,0.32
1121,fuck 3x,tha Supreme,-5.472,0.0823
1122,Deux frères,PNL,-7.063,0.0498
1123,Goteo,Duki,-3.725,0.0414
1124,Under Enemy Arms,Trippie Redd,-5.266,0.0357
1125,Outstanding,Gunna,-4.554,0.241
1126,Te Robaré,Nicky Jam,-3.572,0.0561
1127,All Day Long,Chance the Rapper,-3.527,0.191
1128,What A Time (feat. Niall Horan),Julia Michaels,-6.184,0.0302
1129,Derdim Olsun,Reynmen,-7.541,0.0577
1130,TIC TOC,6ix9ine,-6.646,0.0723
1131,All Day And Night,Jax Jones,-4.107,0.108
1132,Gan-Ga - Remix,Bryant Myers,-6.537,0.415
1133,How Did I Get Here (feat. J. Cole),Offset,-7.92,0.233
1134,Hold The Line (feat. A R I Z O N A),Avicii,-7.005,0.0341
1135,Love Thru The Computer (feat. Justin Bieber),Gucci Mane,-4.427,0.0717
1136,6 Inch (feat. The Weeknd),Beyoncé,-8.832,0.0632
1137,Bad Reputation (feat. Joe Janiak),Avicii,-5.959,0.0512
1138,Little Saint Nick - 1991 Remix,The Beach Boys,-9.336,0.0328
1139,DEUTSCHLAND,Rammstein,-5.242,0.0442
1140,The Git Up,Blanco Brown,-8.635,0.109
1141,September,"Earth, Wind & Fire",-3.691,0.0305
1142,Snake Skin,Trippie Redd,-8.835,0.0498
1143,you should see me in a crown,Billie Eilish,-10.271,0.196
1144,COMMANDO (feat. G-Eazy),Logic,-6.473,0.313
1145,Lençol Dobrado,João Gustavo e Murilo,-5.042,0.0382
1146,Start Wit Me (feat. Gunna),Roddy Ricch,-8.054,0.334
1147,All I Want for Christmas Is You,Michael Bublé,-8.077,0.0274
1148,Fuck it I love you,Lana Del Rey,-10.653,0.0365
1149,weR mAChT PaRA 2,Dardan,-4.761,0.126
1150,Happy Xmas (War Is Over),Céline Dion,-5.254,0.0302
1151,Jay Jay,MERO,-8.287,0.269
1152,Mood Swings,A Boogie Wit da Hoodie,-5.952,0.106
1153,Mary's Boy Child / Oh My Lord,Boney M.,-8.722,0.0361
1154,Almost (Sweet Music),Hozier,-5.601,0.105
1155,I'll Never Love Again - Film Version - Radio Edit,Lady Gaga,-7.464,0.0298
1156,Internet,Post Malone,-6.071,0.0314
1157,No Brainer,DJ Khaled,-4.706,0.342
1158,STARGAZING,Travis Scott,-3.69,0.044
1159,Fall Threw (feat. Young Thug & Gunna),Rich The Kid,-6.781,0.482
1160,Surf (feat. Gunna),Young Thug,-8.053,0.25
1161,Vintage,RIN,-4.934,0.275
1162,Neptun,KC Rebell,-7.154,0.0907
1163,What's the Move (feat. Lil Uzi Vert),Young Thug,-7.877,0.31
1164,UP IN SMOKE,RIN,-5.655,0.153
1165,Don't Hurt Yourself (feat. Jack White),Beyoncé,-6.483,0.21
1166,Sunset (with J. Cole feat. Young Nudy),Dreamville,-7.049,0.185
1167,How Bout Now,Drake,-8.364,0.23
1168,Quiere Beber,Anuel AA,-3.482,0.113
1169,Almost (Sweet Music),Hozier,-5.601,0.105
1170,Numb Numb Juice,ScHoolboy Q,-6.015,0.367
1171,Winter Wonderland,Bing Crosby,-12.335,0.0454
1172,I Guess I Just Feel Like,John Mayer,-8.033,0.0266
1173,Sad Song (feat. TINI),Alesso,-6.474,0.0361
1174,Make It To Christmas,Alessia Cara,-7.87,0.0383
1175,Black & White,Juice WRLD,-4.612,0.247
1176,Harder (with Bebe Rexha),Jax Jones,-3.027,0.0729
1177,Loco Contigo,DJ Snake,-3.896,0.0688
1178,Before You Go,Lewis Capaldi,-4.858,0.0573
1179,The Motion,Drake,-8.219,0.0869
1180,Bang Bang,YNW Melly,-7.632,0.397
1181,Trust Issues,Drake,-5.456,0.274
1182,Merry Xmas Everybody,Slade,-9.436,0.0499
1183,Love Me More,Trippie Redd,-5.853,0.0504
1184,In The Dark,YG,-8.067,0.16
1185,Almeda,Solange,-5.296,0.032
1186,Keanu Reeves,Logic,-6.457,0.24
1187,Cold December Night,Michael Bublé,-6.763,0.0247
1188,Fear Inoculum,TOOL,-10.122,0.0416
1189,Wasted (feat. Lil Uzi Vert),Juice WRLD,-5.024,0.202
1190,Goddamn (feat. A Boogie wit da Hoodie),Tyga,-6.002,0.227
1191,Gold Roses (feat. Drake),Rick Ross,-5.8,0.419
1192,Have Yourself a Merry Little Christmas,Christina Aguilera,-10.433,0.04
1193,One Last Time,Ariana Grande,-4.98,0.032
1194,Maniac,Conan Gray,-5.438,0.04
1195,O Holy Night,Mariah Carey,-7.208,0.0287
1196,Have Yourself A Merry Little Christmas,Judy Garland,-14.82,0.0393
1197,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,-11.99,0.0358
1198,Jumpin on a Jet,Future,-6.346,0.091
1199,Frosty The Snowman,Ella Fitzgerald,-7.57,0.0513
1200,D.R.E.A.M. (feat. Ghostface Killah),Miley Cyrus,-5.127,0.259
1201,Mele Kalikimaka (Merry Christmas),Bing Crosby,-12.431,0.0935
1202,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,-4.457,0.0786
1203,I Believe,Jonas Brothers,-6.221,0.12
1204,Bebi Liguei - Ao Vivo,Marília Mendonça,-4.253,0.198
1205,Here Comes Santa Claus (Right Down Santa Claus Lane),Elvis Presley,-16.982,0.0426
1206,Peace Of Mind (feat. Vargas & Lagola),Avicii,-8.034,0.0298
1207,Christmas (Baby Please Come Home),Michael Bublé,-5.696,0.03
1208,Te Soñé de Nuevo,Ozuna,-3.457,0.0847
1209,Government Official,Future,-5.125,0.157
1210,SUGA's Interlude,Halsey,-6.88,0.105
1211,Baby It's Cold Outside (duet with Michael Bublé),Idina Menzel,-8.869,0.0649
1212,It Might Be Time,Tame Impala,-3.825,0.0459
1213,"Royalty (feat. Ky-Mani Marley, Stefflon Don & Vybz Kartel)",XXXTENTACION,-6.15,0.241
1214,Sorry - Original Demo,Beyoncé,-12.573,0.125
1215,"SPIRIT - From Disney''s '"The Lion King'"",Beyoncé,-8.102,0.039
1216,Unsainted,Slipknot,-2.885,0.0565
1217,Dreams Money Can Buy,Drake,-6.635,0.529
1218,Have Yourself a Merry Little Christmas,Michael Bublé,-11.395,0.0321
1219,The greatest,Lana Del Rey,-12.379,0.0406
1220,Bluffin',Khalid,-10.323,0.0461
1221,Doch in der Nacht,Apache 207,-6.906,0.074
1222,Thriller,Michael Jackson,-4.913,0.0747
1223,"White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London",George Ezra,-12.788,0.0289
1224,Raffaello,Shindy,-9.198,0.105
1225,Letzte Träne,Kontra K,-5.087,0.244
1226,This Is Me,Keala Settle,-7.276,0.186
1227,Ring Ring (with Rvssian feat. Clever),Juice WRLD,-4.421,0.0549
1228,Lick,Offset,-6.611,0.0958
1229,La vie qu'on mène,Ninho,-4.4,0.0367
1230,Press,Cardi B,-5.665,0.305
1231,Dedication (feat. Kendrick Lamar),Nipsey Hussle,-5.448,0.438
1232,Silver Bells,Dean Martin,-13.967,0.0306
1233,La ragazza con il cuore di latta,Irama,-7.093,0.182
1234,Autre monde,PNL,-7.867,0.0893
1235,Patience,Tame Impala,-5.966,0.0306
1236,Mac 10,Trippie Redd,-7.32,0.17
1237,This Christmas,Christina Aguilera,-5.466,0.0603
1238,Capital Bra je m'appelle,Capital Bra,-4.653,0.166
1239,No Me Conoce - Remix,Jhay Cortez,-3.855,0.0599
1240,Man With The Bag,Jessie J,-3.178,0.0739
1241,Nobody,Martin Jensen,-5.295,0.0623
1242,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,-2.323,0.152
1243,Beer Never Broke My Heart,Luke Combs,-4.483,0.0481
1244,Glittery - From The Kacey Musgraves Christmas Show,Kacey Musgraves,-9.616,0.0307
1245,OFF THE RIP,DaBaby,-4.002,0.323
1246,ROMEO & JULIET,Loredana,-3.863,0.24
1247,Kick It,BLACKPINK,-3.647,0.0445
1248,Orphans,Coldplay,-5.051,0.045
1249,Handsome,Chance the Rapper,-6.192,0.333
1250,Pneuma,TOOL,-9.338,0.0315
1251,Chang,PNL,-9.482,0.0874
1252,Into You,Ariana Grande,-5.95,0.107
1253,Santa Baby,Michael Bublé,-12.996,0.0399
1254,Homerun (Intro),Paulo Londra,-9.37,0.0593
1255,Show & Tell,Melanie Martinez,-5.644,0.275
1256,The Christmas Song (Chestnuts Roasting On An Open Fire),Justin Bieber,-9.542,0.0411
1257,!,Trippie Redd,-6.311,0.0841
1258,MOWGLI II,PNL,-10.104,0.444
1259,La Playa,Myke Towers,-2.754,0.15
1260,That's Life (feat. Mac Miller & Sia),88-Keys,-4.532,0.241
1261,"GOSPEL (feat. Chance The Rapper, Gucci Mane & YK Osiris)",DaBaby,-4.435,0.343
1262,Who Do You Love,The Chainsmokers,-6.19,0.0401
1263,Soldi in Nero - feat. Sfera Ebbasta,Shiva,-4.832,0.285
1264,"Mary, Did You Know?",Pentatonix,-9.088,0.0269
1265,Rockin' Around The Christmas Tree,Mel & Kim,-10.795,0.108
1266,All Night (BTS World Original Soundtrack) [Pt. 3],BTS,-4.766,0.121
1267,Blanka,PNL,-5.98,0.047
1268,Silent Night,Mariah Carey,-11.673,0.0347
1269,Please Come Home for Christmas - Eagles 2013 Remaster,Eagles,-11.568,0.0421
1270,Highway to Hell,AC/DC,-4.793,0.132
1271,CIVIL WAR,Russ,-6.764,0.259
1272,POP STAR (feat. Kevin Gates),DaBaby,-4.632,0.331
1273,Silent Night,Michael Bublé,-14.542,0.0308
1274,ZEIG DICH,Rammstein,-4.283,0.0417
1275,BEST ON EARTH (feat. BIA),Russ,-3.465,0.255
1276,Oh Holy Night,Nina Nesbitt,-10.191,0.0337
1277,Winter Wonderland,Hannah Kerr,-7.97,0.0347
1278,Só Pra Castigar,Wesley Safadão,-1.77,0.0386
1279,MIDDLE CHILD,PnB Rock,-6.4,0.48
1280,Hasta la vista,PNL,-6.382,0.117
1281,Ex Bitch,XXXTENTACION,-6.227,0.155
1282,There's Nothing Holdin' Me Back,Shawn Mendes,-4.063,0.0554
1283,Big,Juice WRLD,-6.197,0.114
1284,hope is a dangerous thing for a woman like me to have - but I have it,Lana Del Rey,-10.125,0.0708
1285,Never Stop,Future,-5.857,0.223
1286,Gib Gas,Ufo361,-4.529,0.0958
1287,iPHONE (with Nicki Minaj),DaBaby,-6.409,0.266
1288,Invincible,TOOL,-9.133,0.0566
1289,Fear Inoculum,TOOL,-10.091,0.0415
